"Date","Price","Open","High","Low","Vol.","Change %"
"09/07/2005","444.65","443.90","444.65","444.65","","0.15%"
"09/06/2005","444.00","445.75","444.00","444.00","","-0.28%"
"09/05/2005","445.25","444.35","445.25","445.25","","0.13%"
"09/02/2005","444.65","443.05","444.65","444.65","","0.32%"
"09/01/2005","443.25","435.00","443.25","443.25","","1.84%"
"08/31/2005","435.25","431.55","435.25","435.25","","0.93%"
"08/30/2005","431.25","436.50","431.25","431.25","","-1.30%"
"08/29/2005","436.95","438.65","436.95","436.95","","-0.15%"
"08/26/2005","437.60","438.25","437.60","437.60","","-0.16%"
"08/25/2005","438.30","437.55","438.30","438.30","","0.18%"
"08/24/2005","437.50","439.40","437.50","437.50","","-0.34%"
"08/23/2005","439.00","438.00","439.00","439.00","","0.19%"
"08/22/2005","438.15","437.25","438.15","438.15","","0.42%"
"08/19/2005","436.30","439.90","436.30","436.30","","-0.77%"
"08/18/2005","439.70","440.60","439.70","439.70","","-0.10%"
"08/17/2005","440.15","446.15","440.15","440.15","","-1.34%"
"08/16/2005","446.15","442.55","446.15","446.15","","0.80%"
"08/15/2005","442.60","446.25","442.60","442.60","","-0.81%"
"08/12/2005","446.20","445.80","446.20","446.20","","0.04%"
"08/11/2005","446.00","437.50","446.00","446.00","","1.94%"
"08/10/2005","437.50","435.00","437.50","437.50","","0.53%"
"08/09/2005","435.20","434.90","435.20","435.20","","0.05%"
"08/08/2005","435.00","437.40","435.00","435.00","","-0.67%"
"08/05/2005","437.95","437.60","437.95","437.95","","0.05%"
"08/04/2005","437.75","436.75","437.75","437.75","","0.25%"
"08/03/2005","436.65","432.00","436.65","436.65","","1.04%"
"08/02/2005","432.15","431.75","432.15","432.15","","0.03%"
"08/01/2005","432.00","429.70","432.00","432.00","","0.42%"
"07/29/2005","430.20","427.90","430.20","430.20","","0.51%"
"07/28/2005","428.00","425.05","428.00","428.00","","0.65%"
"07/27/2005","425.25","423.45","425.25","425.25","","0.47%"
"07/26/2005","423.25","425.75","423.25","423.25","","-0.65%"
"07/25/2005","426.00","425.20","426.00","426.00","","0.26%"
"07/22/2005","424.90","426.40","424.90","424.90","","-0.19%"
"07/21/2005","425.70","423.05","425.70","425.70","","0.65%"
"07/20/2005","422.95","420.35","422.95","422.95","","0.74%"
"07/19/2005","419.85","421.15","419.85","419.85","","-0.24%"
"07/18/2005","420.85","421.25","420.85","420.85","","-0.17%"
"07/15/2005","421.55","419.85","421.55","421.55","","0.36%"
"07/14/2005","420.05","424.10","420.05","420.05","","-1.01%"
"07/13/2005","424.35","426.65","424.35","424.35","","-0.56%"
"07/12/2005","426.75","425.75","426.75","426.75","","0.23%"
"07/11/2005","425.75","423.75","425.75","425.75","","0.64%"
"07/08/2005","423.05","424.65","423.05","423.05","","-0.37%"
"07/07/2005","424.62","423.88","424.62","424.62","","0.26%"
"07/06/2005","423.50","423.85","423.50","423.50","","-0.06%"
"07/05/2005","423.75","427.25","423.75","423.75","","-0.91%"
"07/04/2005","427.65","428.35","427.65","427.65","","0.00%"
"07/01/2005","427.65","434.85","427.65","427.65","","-1.75%"
"06/30/2005","435.25","436.85","435.25","435.25","","-0.48%"
"06/29/2005","437.35","436.15","437.35","437.35","","0.31%"
"06/28/2005","436.00","439.55","436.00","436.00","","-0.82%"
"06/27/2005","439.62","439.62","439.62","439.62","","-0.21%"
"06/24/2005","440.55","440.85","440.55","440.55","","-0.16%"
"06/23/2005","441.25","437.95","441.25","441.25","","0.73%"
"06/22/2005","438.05","438.50","438.05","438.05","","-0.19%"
"06/21/2005","438.88","437.38","438.88","438.88","","0.17%"
"06/20/2005","438.15","438.10","438.15","438.15","","-0.05%"
"06/17/2005","438.35","435.60","438.35","438.35","","0.50%"
"06/16/2005","436.15","428.85","436.15","436.15","","1.75%"
"06/15/2005","428.65","426.95","428.65","428.65","","0.43%"
"06/14/2005","426.82","426.88","426.82","426.82","","-0.48%"
"06/13/2005","428.90","425.80","428.90","428.90","","0.36%"
"06/10/2005","427.35","423.85","427.35","427.35","","0.84%"
"06/09/2005","423.77","423.82","423.77","423.77","","0.05%"
"06/08/2005","423.55","424.45","423.55","423.55","","-0.21%"
"06/07/2005","424.45","426.35","424.45","424.45","","-0.36%"
"06/06/2005","426.00","422.55","426.00","426.00","","0.84%"
"06/03/2005","422.45","422.15","422.45","422.45","","0.19%"
"06/02/2005","421.65","414.25","421.65","421.65","","1.49%"
"06/01/2005","415.45","417.00","415.45","415.45","","-0.46%"
"05/31/2005","417.35","418.85","417.35","417.35","","-0.33%"
"05/30/2005","418.75","419.60","418.75","418.75","","-0.31%"
"05/27/2005","420.05","417.85","420.05","420.05","","0.55%"
"05/26/2005","417.75","418.95","417.75","417.75","","-0.43%"
"05/25/2005","419.55","418.20","419.55","419.55","","0.37%"
"05/24/2005","418.00","417.45","418.00","418.00","","0.18%"
"05/23/2005","417.25","417.65","417.25","417.25","","-0.12%"
"05/20/2005","417.77","420.68","417.77","417.77","","-0.68%"
"05/19/2005","420.65","421.85","420.65","420.65","","-0.20%"
"05/18/2005","421.50","418.75","421.50","421.50","","0.66%"
"05/17/2005","418.75","419.85","418.75","418.75","","-0.18%"
"05/16/2005","419.50","420.25","419.50","419.50","","-0.21%"
"05/13/2005","420.40","422.60","420.40","420.40","","-0.47%"
"05/12/2005","422.38","427.68","422.38","422.38","","-1.17%"
"05/11/2005","427.38","426.98","427.38","427.38","","0.18%"
"05/10/2005","426.62","426.38","426.62","426.62","","0.12%"
"05/09/2005","426.12","426.38","426.12","426.12","","0.09%"
"05/06/2005","425.73","430.02","425.73","425.73","","-1.00%"
"05/05/2005","430.02","430.07","430.02","430.02","","0.18%"
"05/04/2005","429.23","427.68","429.23","429.23","","0.37%"
"05/03/2005","427.65","428.85","427.65","427.65","","-0.54%"
"05/02/2005","429.98","434.38","429.98","429.98","","-1.13%"
"04/29/2005","434.88","431.57","434.88","434.88","","0.86%"
"04/28/2005","431.18","432.88","431.18","431.18","","-0.25%"
"04/27/2005","432.27","436.12","432.27","432.27","","-1.11%"
"04/26/2005","437.12","436.12","437.12","437.12","","0.57%"
"04/25/2005","434.65","433.95","434.65","434.65","","0.01%"
"04/22/2005","434.60","432.80","434.60","434.60","","0.47%"
"04/21/2005","432.57","434.68","432.57","432.57","","-0.51%"
"04/20/2005","434.77","433.77","434.77","434.77","","0.28%"
"04/19/2005","433.57","426.98","433.57","433.57","","1.48%"
"04/18/2005","427.25","424.50","427.25","427.25","","0.53%"
"04/15/2005","425.00","423.70","425.00","425.00","","0.23%"
"04/14/2005","424.02","429.18","424.02","424.02","","-1.19%"
"04/13/2005","429.12","428.57","429.12","429.12","","0.20%"
"04/12/2005","428.25","428.65","428.25","428.25","","0.03%"
"04/11/2005","428.12","426.88","428.12","428.12","","0.71%"
"04/08/2005","425.12","425.62","425.12","425.12","","-0.21%"
"04/07/2005","426.02","426.77","426.02","426.02","","-0.18%"
"04/06/2005","426.77","424.88","426.77","426.77","","0.40%"
"04/05/2005","425.05","424.35","425.05","425.05","","0.17%"
"04/04/2005","424.32","425.88","424.32","424.32","","-0.43%"
"04/01/2005","426.15","428.35","426.15","426.15","","-0.54%"
"03/31/2005","428.45","426.60","428.45","428.45","","0.49%"
"03/30/2005","426.38","426.12","426.38","426.38","","0.00%"
"03/29/2005","426.38","426.12","426.38","426.38","","0.12%"
"03/28/2005","425.88","425.38","425.88","425.88","","-0.09%"
"03/25/2005","426.25","425.25","426.25","426.25","","0.28%"
"03/24/2005","425.05","425.45","425.05","425.05","","0.05%"
"03/23/2005","424.85","426.85","424.85","424.85","","-0.56%"
"03/22/2005","427.25","431.55","427.25","427.25","","-0.95%"
"03/21/2005","431.35","439.00","431.35","431.35","","-1.82%"
"03/18/2005","439.35","438.85","439.35","439.35","","0.21%"
"03/17/2005","438.43","443.12","438.43","438.43","","-1.18%"
"03/16/2005","443.65","440.60","443.65","443.65","","0.63%"
"03/15/2005","440.88","440.88","440.88","440.88","","-0.07%"
"03/14/2005","441.18","445.62","441.18","441.18","","-1.05%"
"03/11/2005","445.85","441.85","445.85","445.85","","0.78%"
"03/10/2005","442.38","440.43","442.38","442.38","","0.40%"
"03/09/2005","440.62","441.12","440.62","440.62","","0.00%"
"03/08/2005","440.62","434.62","440.62","440.62","","1.38%"
"03/07/2005","434.62","433.98","434.62","434.62","","0.14%"
"03/04/2005","434.00","430.10","434.00","434.00","","0.87%"
"03/03/2005","430.27","431.88","430.27","430.27","","-0.55%"
"03/02/2005","432.65","432.35","432.65","432.65","","-0.02%"
"03/01/2005","432.75","435.65","432.75","432.75","","-0.66%"
"02/28/2005","435.62","434.88","435.62","435.62","","0.16%"
"02/25/2005","434.93","433.62","434.93","434.93","","0.19%"
"02/24/2005","434.12","434.27","434.12","434.12","","-0.09%"
"02/23/2005","434.50","435.50","434.50","434.50","","-0.01%"
"02/22/2005","434.55","427.10","434.55","434.55","","1.68%"
"02/21/2005","427.35","428.75","427.35","427.35","","-0.02%"
"02/18/2005","427.43","427.27","427.43","427.43","","0.00%"
"02/17/2005","427.45","425.20","427.45","427.45","","0.49%"
"02/16/2005","425.38","425.38","425.38","425.38","","-0.06%"
"02/15/2005","425.62","425.62","425.62","425.62","","-0.06%"
"02/14/2005","425.88","420.62","425.88","425.88","","1.19%"
"02/11/2005","420.88","417.38","420.88","420.88","","0.78%"
"02/10/2005","417.62","413.38","417.62","417.62","","1.09%"
"02/09/2005","413.12","412.57","413.12","413.12","","0.08%"
"02/08/2005","412.80","413.65","412.80","412.80","","-0.34%"
"02/07/2005","414.20","414.65","414.20","414.20","","-0.10%"
"02/04/2005","414.60","417.10","414.60","414.60","","-0.60%"
"02/03/2005","417.10","421.80","417.10","417.10","","-1.16%"
"02/02/2005","421.98","420.98","421.98","421.98","","0.21%"
"02/01/2005","421.10","422.40","421.10","421.10","","-0.36%"
"01/31/2005","422.62","426.38","422.62","422.62","","-0.98%"
"01/28/2005","426.80","426.20","426.80","426.80","","0.14%"
"01/27/2005","426.20","426.65","426.20","426.20","","-0.07%"
"01/26/2005","426.50","422.15","426.50","426.50","","0.96%"
"01/25/2005","422.43","427.68","422.43","422.43","","-1.13%"
"01/24/2005","427.27","427.38","427.27","427.27","","0.12%"
"01/21/2005","426.75","422.35","426.75","426.75","","0.99%"
"01/20/2005","422.55","423.15","422.55","422.55","","-0.07%"
"01/19/2005","422.85","423.05","422.85","422.85","","-0.05%"
"01/18/2005","423.05","421.75","423.05","423.05","","0.16%"
"01/17/2005","422.38","422.62","422.38","422.38","","-0.18%"
"01/14/2005","423.15","425.25","423.15","423.15","","-0.46%"
"01/13/2005","425.12","426.02","425.12","425.12","","-0.23%"
"01/12/2005","426.12","422.62","426.12","426.12","","0.89%"
"01/11/2005","422.38","419.98","422.38","422.38","","0.78%"
"01/10/2005","419.12","419.38","419.12","419.12","","0.04%"
"01/07/2005","418.95","421.75","418.95","418.95","","-0.56%"
"01/06/2005","421.32","426.77","421.32","421.32","","-1.23%"
"01/05/2005","426.55","427.55","426.55","426.55","","-0.26%"
"01/04/2005","427.65","429.60","427.65","427.65","","-0.30%"
"01/03/2005","428.95","437.85","428.95","428.95","","-2.17%"
"12/31/2004","438.45","437.60","438.45","438.45","","0.23%"
"12/30/2004","437.45","436.25","437.45","437.45","","0.25%"
"12/29/2004","436.38","443.88","436.38","436.38","","-1.61%"
"12/28/2004","443.50","444.75","443.50","443.50","","-0.28%"
"12/27/2004","444.73","442.38","444.73","444.73","","0.46%"
"12/24/2004","442.70","442.15","442.70","442.70","","0.19%"
"12/23/2004","441.88","439.88","441.88","441.88","","0.50%"
"12/22/2004","439.68","441.88","439.68","439.68","","-0.50%"
"12/21/2004","441.88","442.93","441.88","441.88","","-0.26%"
"12/20/2004","443.02","441.62","443.02","443.02","","0.42%"
"12/17/2004","441.18","437.38","441.18","441.18","","0.93%"
"12/16/2004","437.12","440.88","437.12","437.12","","-0.68%"
"12/15/2004","440.12","436.12","440.12","440.12","","1.06%"
"12/14/2004","435.52","438.88","435.52","435.52","","-0.82%"
"12/13/2004","439.10","434.15","439.10","439.10","","1.06%"
"12/10/2004","434.50","437.30","434.50","434.50","","-0.75%"
"12/09/2004","437.80","440.40","437.80","437.80","","-0.55%"
"12/08/2004","440.20","451.00","440.20","440.20","","-2.37%"
"12/07/2004","450.90","451.90","450.90","450.90","","-0.34%"
"12/06/2004","452.45","455.25","452.45","452.45","","-0.74%"
"12/03/2004","455.82","449.48","455.82","455.82","","1.44%"
"12/02/2004","449.35","454.60","449.35","449.35","","-0.95%"
"12/01/2004","453.68","451.12","453.68","453.68","","0.62%"
"11/30/2004","450.88","453.12","450.88","450.88","","-0.62%"
"11/29/2004","453.68","454.12","453.68","453.68","","0.23%"
"11/26/2004","452.62","451.38","452.62","452.62","","0.20%"
"11/25/2004","451.70","449.20","451.70","451.70","","0.57%"
"11/24/2004","449.12","447.38","449.12","449.12","","0.47%"
"11/23/2004","447.00","448.50","447.00","447.00","","-0.36%"
"11/22/2004","448.62","446.62","448.62","448.62","","0.36%"
"11/19/2004","447.02","442.38","447.02","447.02","","0.88%"
"11/18/2004","443.12","444.77","443.12","443.12","","-0.34%"
"11/17/2004","444.62","439.38","444.62","444.62","","1.14%"
"11/16/2004","439.62","436.88","439.62","439.62","","0.64%"
"11/15/2004","436.82","437.62","436.82","436.82","","-0.26%"
"11/12/2004","437.95","434.50","437.95","437.95","","0.71%"
"11/11/2004","434.88","434.12","434.88","434.88","","0.23%"
"11/10/2004","433.88","434.88","433.88","433.88","","-0.33%"
"11/09/2004","435.32","432.12","435.32","435.32","","0.80%"
"11/08/2004","431.88","431.12","431.88","431.88","","-0.40%"
"11/05/2004","433.62","429.62","433.62","433.62","","0.93%"
"11/04/2004","429.62","426.88","429.62","429.62","","0.49%"
"11/03/2004","427.52","421.38","427.52","427.52","","1.34%"
"11/02/2004","421.88","425.88","421.88","421.88","","-1.20%"
"11/01/2004","427.00","429.50","427.00","427.00","","-0.35%"
"10/29/2004","428.52","424.18","428.52","428.52","","1.03%"
"10/28/2004","424.15","423.95","424.15","424.15","","0.01%"
"10/27/2004","424.12","426.77","424.12","424.12","","-0.70%"
"10/26/2004","427.12","428.98","427.12","427.12","","-0.35%"
"10/25/2004","428.62","425.12","428.62","428.62","","1.01%"
"10/22/2004","424.32","424.62","424.32","424.32","","0.12%"
"10/21/2004","423.82","423.88","423.82","423.82","","-0.07%"
"10/20/2004","424.12","420.23","424.12","424.12","","1.01%"
"10/19/2004","419.88","415.62","419.88","419.88","","0.78%"
"10/18/2004","416.62","418.62","416.62","416.62","","-0.53%"
"10/15/2004","418.82","417.98","418.82","418.82","","0.16%"
"10/14/2004","418.15","415.65","418.15","418.15","","0.43%"
"10/13/2004","416.38","413.57","416.38","416.38","","0.30%"
"10/12/2004","415.12","421.82","415.12","415.12","","-1.59%"
"10/11/2004","421.82","419.38","421.82","421.82","","-0.24%"
"10/08/2004","422.82","418.12","422.82","422.82","","1.11%"
"10/07/2004","418.18","418.12","418.18","418.18","","0.07%"
"10/06/2004","417.88","419.12","417.88","417.88","","-0.12%"
"10/05/2004","418.38","414.38","418.38","418.38","","1.07%"
"10/04/2004","413.95","418.75","413.95","413.95","","-1.26%"
"10/01/2004","419.23","418.12","419.23","419.23","","0.23%"
"09/30/2004","418.25","412.50","418.25","418.25","","1.27%"
"09/29/2004","413.02","412.88","413.02","413.02","","0.19%"
"09/28/2004","412.25","408.75","412.25","412.25","","0.89%"
"09/27/2004","408.62","409.77","408.62","408.62","","0.17%"
"09/24/2004","407.93","409.38","407.93","407.93","","-0.53%"
"09/23/2004","410.12","404.88","410.12","410.12","","0.67%"
"09/22/2004","407.38","409.12","407.38","407.38","","-0.43%"
"09/21/2004","409.12","404.88","409.12","409.12","","0.93%"
"09/20/2004","405.35","404.85","405.35","405.35","","-0.13%"
"09/17/2004","405.88","404.68","405.88","405.88","","0.31%"
"09/16/2004","404.62","404.88","404.62","404.62","","0.00%"
"09/15/2004","404.62","403.62","404.62","404.62","","-0.25%"
"09/14/2004","405.62","403.82","405.62","405.62","","0.45%"
"09/13/2004","403.82","402.12","403.82","403.82","","0.47%"
"09/10/2004","401.93","399.38","401.93","401.93","","0.70%"
"09/09/2004","399.12","399.57","399.12","399.12","","-0.11%"
"09/08/2004","399.55","397.75","399.55","399.55","","0.42%"
"09/07/2004","397.88","401.62","397.88","397.88","","-1.00%"
"09/06/2004","401.88","401.38","401.88","401.88","","0.34%"
"09/03/2004","400.52","405.88","400.52","400.52","","-1.36%"
"09/02/2004","406.05","408.50","406.05","406.05","","-0.62%"
"09/01/2004","408.60","410.15","408.60","408.60","","-0.30%"
"08/31/2004","409.82","407.12","409.82","409.82","","0.72%"
"08/30/2004","406.88","403.62","406.88","406.88","","0.91%"
"08/27/2004","403.23","406.88","403.23","403.23","","-0.90%"
"08/26/2004","406.88","407.12","406.88","406.88","","0.01%"
"08/25/2004","406.82","403.38","406.82","406.82","","0.90%"
"08/24/2004","403.18","409.12","403.18","403.18","","-1.33%"
"08/23/2004","408.62","412.12","408.62","408.62","","-1.14%"
"08/20/2004","413.32","406.38","413.32","413.32","","1.58%"
"08/19/2004","406.88","404.38","406.88","406.88","","0.60%"
"08/18/2004","404.45","404.25","404.45","404.45","","0.00%"
"08/17/2004","404.45","402.50","404.45","404.45","","0.42%"
"08/16/2004","402.75","399.75","402.75","402.75","","0.97%"
"08/13/2004","398.90","394.75","398.90","398.90","","1.04%"
"08/12/2004","394.80","395.75","394.80","394.80","","-0.32%"
"08/11/2004","396.05","397.50","396.05","396.05","","-0.53%"
"08/10/2004","398.18","399.93","398.18","398.18","","-0.55%"
"08/09/2004","400.38","398.62","400.38","400.38","","0.16%"
"08/06/2004","399.75","392.25","399.75","399.75","","1.76%"
"08/05/2004","392.85","392.25","392.85","392.85","","0.12%"
"08/04/2004","392.38","393.88","392.38","392.38","","-0.38%"
"08/03/2004","393.88","391.12","393.88","393.88","","0.47%"
"08/02/2004","392.05","394.25","392.05","392.05","","0.20%"
"07/30/2004","391.25","388.05","391.25","391.25","","0.74%"
"07/29/2004","388.38","388.52","388.38","388.38","","-0.20%"
"07/28/2004","389.15","387.75","389.15","389.15","","0.27%"
"07/27/2004","388.12","391.12","388.12","388.12","","-0.64%"
"07/26/2004","390.62","390.88","390.62","390.62","","0.17%"
"07/23/2004","389.95","395.75","389.95","389.95","","-1.30%"
"07/22/2004","395.07","397.88","395.07","395.07","","-0.74%"
"07/21/2004","398.00","400.50","398.00","398.00","","-0.53%"
"07/20/2004","400.12","406.38","400.12","400.12","","-1.44%"
"07/19/2004","405.95","406.50","405.95","405.95","","-0.12%"
"07/16/2004","406.45","404.10","406.45","406.45","","0.53%"
"07/15/2004","404.30","404.35","404.30","404.30","","-0.20%"
"07/14/2004","405.12","402.38","405.12","405.12","","0.68%"
