"Date","Price","Open","High","Low","Vol.","Change %"
"11/11/1994","385.25","385.15","385.25","385.25","","0.04%"
"11/10/1994","385.10","383.80","385.10","385.10","","0.30%"
"11/09/1994","383.95","384.20","383.95","383.95","","-0.05%"
"11/08/1994","384.15","382.45","384.15","384.15","","0.43%"
"11/07/1994","382.50","383.75","382.50","382.50","","-0.27%"
"11/04/1994","383.55","383.45","383.55","383.55","","0.00%"
"11/03/1994","383.55","384.70","383.55","383.55","","-0.23%"
"11/02/1994","384.45","384.70","384.45","384.45","","0.00%"
"11/01/1994","384.45","383.95","384.45","384.45","","0.12%"
"10/31/1994","384.00","386.80","384.00","384.00","","-0.81%"
"10/28/1994","387.15","388.25","387.15","387.15","","-0.24%"
"10/27/1994","388.10","389.15","388.10","388.10","","-0.26%"
"10/26/1994","389.10","389.25","389.10","389.10","","-0.06%"
"10/25/1994","389.35","389.70","389.35","389.35","","-0.08%"
"10/24/1994","389.65","390.75","389.65","389.65","","-0.31%"
"10/21/1994","390.85","391.00","390.85","390.85","","-0.05%"
"10/20/1994","391.05","390.30","391.05","391.05","","0.19%"
"10/19/1994","390.30","388.95","390.30","390.30","","0.33%"
"10/18/1994","389.00","389.95","389.00","389.00","","-0.24%"
"10/17/1994","389.95","388.15","389.95","389.95","","0.59%"
"10/14/1994","387.65","387.10","387.65","387.65","","0.21%"
"10/13/1994","386.85","388.25","386.85","386.85","","-0.31%"
"10/12/1994","388.05","388.05","388.05","388.05","","0.03%"
"10/11/1994","387.95","390.65","387.95","387.95","","-0.69%"
"10/10/1994","390.65","391.45","390.65","390.65","","-0.15%"
"10/07/1994","391.25","392.35","391.25","391.25","","-0.28%"
"10/06/1994","392.35","391.75","392.35","392.35","","0.11%"
"10/05/1994","391.90","392.85","391.90","391.90","","-0.19%"
"10/04/1994","392.65","394.70","392.65","392.65","","-0.54%"
"10/03/1994","394.80","395.00","394.80","394.80","","-0.01%"
"09/30/1994","394.85","395.55","394.85","394.85","","-0.16%"
"09/29/1994","395.50","394.00","395.50","395.50","","0.28%"
"09/28/1994","394.40","397.40","394.40","394.40","","-0.80%"
"09/27/1994","397.60","394.15","397.60","397.60","","0.85%"
"09/26/1994","394.25","396.25","394.25","394.25","","-0.43%"
"09/23/1994","395.95","396.65","395.95","395.95","","-0.13%"
"09/22/1994","396.45","393.85","396.45","396.45","","0.65%"
"09/21/1994","393.90","394.00","393.90","393.90","","0.04%"
"09/20/1994","393.75","390.65","393.75","393.75","","0.83%"
"09/19/1994","390.50","389.65","390.50","390.50","","0.17%"
"09/16/1994","389.85","388.15","389.85","389.85","","0.44%"
"09/15/1994","388.15","388.55","388.15","388.15","","-0.13%"
"09/14/1994","388.65","390.90","388.65","388.65","","-0.52%"
"09/13/1994","390.70","390.80","390.70","390.70","","-0.05%"
"09/12/1994","390.90","392.00","390.90","390.90","","-0.28%"
"09/09/1994","392.00","390.35","392.00","392.00","","0.40%"
"09/08/1994","390.45","389.70","390.45","390.45","","0.18%"
"09/07/1994","389.75","387.90","389.75","389.75","","0.45%"
"09/06/1994","388.00","387.20","388.00","388.00","","0.21%"
"09/05/1994","387.20","387.25","387.20","387.20","","0.01%"
"09/02/1994","387.15","386.95","387.15","387.15","","0.03%"
"09/01/1994","387.05","386.25","387.05","387.05","","0.21%"
"08/31/1994","386.25","386.25","386.25","386.25","","-0.03%"
"08/30/1994","386.35","386.65","386.35","386.35","","-0.12%"
"08/29/1994","386.80","383.25","386.80","386.80","","0.85%"
"08/26/1994","383.55","383.55","383.55","383.55","","0.03%"
"08/25/1994","383.45","383.90","383.45","383.45","","-0.14%"
"08/24/1994","384.00","381.80","384.00","384.00","","0.58%"
"08/23/1994","381.80","381.60","381.80","381.80","","0.01%"
"08/22/1994","381.75","381.75","381.75","381.75","","-0.10%"
"08/19/1994","382.15","381.45","382.15","382.15","","0.21%"
"08/18/1994","381.35","377.25","381.35","381.35","","1.03%"
"08/17/1994","377.45","377.60","377.45","377.45","","0.00%"
"08/16/1994","377.45","377.45","377.45","377.45","","-0.05%"
"08/15/1994","377.65","377.00","377.65","377.65","","0.23%"
"08/12/1994","376.80","379.05","376.80","376.80","","-0.55%"
"08/11/1994","378.90","377.65","378.90","378.90","","0.34%"
"08/10/1994","377.60","377.80","377.60","377.60","","-0.11%"
"08/09/1994","378.00","377.15","378.00","378.00","","0.25%"
"08/08/1994","377.05","378.25","377.05","377.05","","-0.24%"
"08/05/1994","377.95","378.00","377.95","377.95","","0.03%"
"08/04/1994","377.85","378.20","377.85","377.85","","-0.11%"
"08/03/1994","378.25","379.50","378.25","378.25","","-0.36%"
"08/02/1994","379.60","383.80","379.60","379.60","","-1.07%"
"08/01/1994","383.70","384.45","383.70","383.70","","0.07%"
"07/29/1994","383.45","385.25","383.45","383.45","","-0.49%"
"07/28/1994","385.35","387.65","385.35","385.35","","-0.59%"
"07/27/1994","387.65","387.00","387.65","387.65","","0.14%"
"07/26/1994","387.10","385.25","387.10","387.10","","0.52%"
"07/25/1994","385.10","385.20","385.10","385.10","","0.01%"
"07/22/1994","385.05","384.60","385.05","385.05","","0.14%"
"07/21/1994","384.50","385.65","384.50","384.50","","-0.29%"
"07/20/1994","385.60","386.55","385.60","385.60","","-0.28%"
"07/19/1994","386.70","386.05","386.70","386.70","","0.18%"
"07/18/1994","386.00","386.05","386.00","386.00","","-0.01%"
"07/15/1994","386.05","384.30","386.05","386.05","","0.47%"
"07/14/1994","384.25","383.55","384.25","384.25","","0.17%"
"07/13/1994","383.60","385.60","383.60","383.60","","-0.52%"
"07/12/1994","385.60","387.30","385.60","385.60","","-0.43%"
"07/11/1994","387.25","384.95","387.25","387.25","","0.72%"
"07/08/1994","384.50","384.75","384.50","384.50","","-0.04%"
"07/07/1994","384.65","384.05","384.65","384.65","","0.18%"
"07/06/1994","383.95","386.00","383.95","383.95","","-0.54%"
"07/05/1994","386.05","387.05","386.05","386.05","","-0.23%"
"07/04/1994","386.95","387.05","386.95","386.95","","0.00%"
"07/01/1994","386.95","386.20","386.95","386.95","","0.31%"
"06/30/1994","385.75","385.05","385.75","385.75","","0.16%"
"06/29/1994","385.15","386.45","385.15","385.15","","-0.32%"
"06/28/1994","386.40","385.20","386.40","386.40","","0.31%"
"06/27/1994","385.20","391.25","385.20","385.20","","-1.47%"
"06/24/1994","390.95","389.75","390.95","390.95","","0.30%"
"06/23/1994","389.80","389.70","389.80","389.80","","-0.04%"
"06/22/1994","389.95","393.75","389.95","389.95","","-0.94%"
"06/21/1994","393.65","389.25","393.65","393.65","","1.08%"
"06/20/1994","389.45","391.25","389.45","389.45","","-0.59%"
"06/17/1994","391.75","385.75","391.75","391.75","","1.58%"
"06/16/1994","385.65","386.90","385.65","385.65","","-0.31%"
"06/15/1994","386.85","384.60","386.85","386.85","","0.64%"
"06/14/1994","384.40","383.70","384.40","384.40","","0.26%"
"06/13/1994","383.40","383.65","383.40","383.40","","-0.04%"
"06/10/1994","383.55","383.25","383.55","383.55","","0.14%"
"06/09/1994","383.00","382.20","383.00","383.00","","0.20%"
"06/08/1994","382.25","381.50","382.25","382.25","","0.24%"
"06/07/1994","381.35","380.35","381.35","381.35","","0.22%"
"06/06/1994","380.50","380.70","380.50","380.50","","-0.07%"
"06/03/1994","380.75","384.00","380.75","380.75","","-0.86%"
"06/02/1994","384.05","383.60","384.05","384.05","","0.10%"
"06/01/1994","383.65","387.00","383.65","383.65","","-0.83%"
"05/31/1994","386.85","385.45","386.85","386.85","","0.42%"
"05/30/1994","385.25","384.70","385.25","385.25","","0.13%"
"05/27/1994","384.75","384.35","384.75","384.75","","0.08%"
"05/26/1994","384.45","386.65","384.45","384.45","","-0.58%"
"05/25/1994","386.70","386.75","386.70","386.70","","-0.10%"
"05/24/1994","387.10","388.85","387.10","387.10","","-0.50%"
"05/23/1994","389.05","385.25","389.05","389.05","","0.87%"
"05/20/1994","385.70","381.60","385.70","385.70","","1.11%"
"05/19/1994","381.45","381.90","381.45","381.45","","-0.08%"
"05/18/1994","381.75","381.05","381.75","381.75","","0.13%"
"05/17/1994","381.25","382.90","381.25","381.25","","-0.37%"
"05/16/1994","382.65","380.95","382.65","382.65","","0.50%"
"05/13/1994","380.75","380.20","380.75","380.75","","0.13%"
"05/12/1994","380.25","382.05","380.25","380.25","","-0.47%"
"05/11/1994","382.05","379.00","382.05","382.05","","0.82%"
"05/10/1994","378.95","381.45","378.95","378.95","","-0.63%"
"05/09/1994","381.35","382.50","381.35","381.35","","-0.57%"
"05/06/1994","383.55","373.95","383.55","383.55","","2.65%"
"05/05/1994","373.65","376.55","373.65","373.65","","-0.74%"
"05/04/1994","376.45","375.65","376.45","376.45","","0.19%"
"05/03/1994","375.75","376.35","375.75","375.75","","-0.16%"
"05/02/1994","376.35","376.85","376.35","376.35","","-0.16%"
"04/29/1994","376.95","375.75","376.95","376.95","","0.25%"
"04/28/1994","376.00","374.65","376.00","376.00","","0.47%"
"04/27/1994","374.25","374.25","374.25","374.25","","0.00%"
"04/26/1994","374.25","373.45","374.25","374.25","","0.23%"
"04/25/1994","373.40","371.25","373.40","373.40","","0.63%"
"04/22/1994","371.05","373.45","371.05","371.05","","-0.64%"
"04/21/1994","373.45","372.60","373.45","373.45","","0.19%"
"04/20/1994","372.75","372.35","372.75","372.75","","0.19%"
"04/19/1994","372.05","377.25","372.05","372.05","","-1.35%"
"04/18/1994","377.15","377.80","377.15","377.15","","-0.22%"
"04/15/1994","378.00","378.50","378.00","378.00","","-0.15%"
"04/14/1994","378.55","378.55","378.55","378.55","","0.01%"
"04/13/1994","378.50","379.05","378.50","378.50","","-0.12%"
"04/12/1994","378.95","378.80","378.95","378.95","","0.05%"
"04/11/1994","378.75","384.50","378.75","378.75","","-1.43%"
"04/08/1994","384.25","384.75","384.25","384.25","","-0.13%"
"04/07/1994","384.75","385.05","384.75","384.75","","-0.08%"
"04/06/1994","385.05","384.75","385.05","385.05","","0.12%"
"04/05/1994","384.60","387.25","384.60","384.60","","-0.71%"
"04/04/1994","387.35","391.00","387.35","387.35","","-0.53%"
"04/01/1994","389.40","392.00","389.40","389.40","","-0.63%"
"03/31/1994","391.85","386.30","391.85","391.85","","1.48%"
"03/30/1994","386.15","385.75","386.15","386.15","","0.03%"
"03/29/1994","386.05","388.25","386.05","386.05","","-0.57%"
"03/28/1994","388.25","391.15","388.25","388.25","","-0.67%"
"03/25/1994","390.85","391.10","390.85","390.85","","-0.10%"
"03/24/1994","391.25","387.10","391.25","391.25","","1.14%"
"03/23/1994","386.85","389.10","386.85","386.85","","-0.62%"
"03/22/1994","389.25","385.65","389.25","389.25","","0.65%"
"03/21/1994","386.75","386.75","386.75","386.75","","-0.08%"
"03/18/1994","387.05","383.05","387.05","387.05","","1.15%"
"03/17/1994","382.65","384.75","382.65","382.65","","-0.62%"
"03/16/1994","385.05","387.00","385.05","385.05","","-0.47%"
"03/15/1994","386.85","386.50","386.85","386.85","","0.08%"
"03/14/1994","386.55","385.50","386.55","386.55","","0.38%"
"03/11/1994","385.10","386.40","385.10","385.10","","-0.39%"
"03/10/1994","386.60","378.95","386.60","386.60","","1.96%"
"03/09/1994","379.15","376.75","379.15","379.15","","0.64%"
"03/08/1994","376.75","376.00","376.75","376.75","","0.16%"
"03/07/1994","376.15","377.25","376.15","376.15","","-0.21%"
"03/04/1994","376.95","377.25","376.95","376.95","","-0.17%"
"03/03/1994","377.60","377.85","377.60","377.60","","-0.07%"
"03/02/1994","377.85","378.55","377.85","377.85","","-0.17%"
"03/01/1994","378.50","381.55","378.50","378.50","","-0.79%"
"02/28/1994","381.50","378.50","381.50","381.50","","0.78%"
"02/25/1994","378.55","376.55","378.55","378.55","","0.54%"
"02/24/1994","376.50","377.75","376.50","376.50","","-0.33%"
"02/23/1994","377.75","377.95","377.75","377.75","","-0.03%"
"02/22/1994","377.85","380.00","377.85","377.85","","-0.62%"
"02/21/1994","380.20","380.25","380.20","380.20","","0.05%"
"02/18/1994","380.00","383.00","380.00","380.00","","-0.75%"
"02/17/1994","382.88","384.07","382.88","382.88","","-0.17%"
"02/16/1994","383.55","383.00","383.55","383.55","","0.04%"
"02/15/1994","383.38","383.38","383.38","383.38","","-0.13%"
"02/14/1994","383.88","379.62","383.88","383.88","","0.94%"
"02/11/1994","380.30","381.70","380.30","380.30","","-0.38%"
"02/10/1994","381.75","383.25","381.75","381.75","","-0.46%"
"02/09/1994","383.50","382.35","383.50","383.50","","0.29%"
"02/08/1994","382.38","378.98","382.38","382.38","","0.86%"
"02/07/1994","379.12","387.57","379.12","379.12","","-2.00%"
"02/04/1994","386.85","387.10","386.85","386.85","","-0.15%"
"02/03/1994","387.45","384.70","387.45","387.45","","0.60%"
"02/02/1994","385.15","384.95","385.15","385.15","","0.20%"
"02/01/1994","384.40","381.75","384.40","384.40","","0.56%"
"01/31/1994","382.25","378.00","382.25","382.25","","1.38%"
"01/28/1994","377.05","375.75","377.05","377.05","","0.28%"
"01/27/1994","376.00","384.50","376.00","376.00","","-2.24%"
"01/26/1994","384.60","382.05","384.60","384.60","","0.81%"
"01/25/1994","381.50","381.60","381.50","381.50","","0.04%"
"01/24/1994","381.35","380.00","381.35","381.35","","0.00%"
"01/21/1994","381.35","387.60","381.35","381.35","","-1.60%"
"01/20/1994","387.55","392.55","387.55","387.55","","-1.29%"
"01/19/1994","392.60","392.55","392.60","392.60","","-0.04%"
"01/18/1994","392.75","391.35","392.75","392.75","","0.33%"
"01/17/1994","391.45","389.75","391.45","391.45","","0.49%"
"01/14/1994","389.55","390.00","389.55","389.55","","-0.10%"
"01/13/1994","389.95","386.00","389.95","389.95","","0.96%"
"01/12/1994","386.25","388.15","386.25","386.25","","-0.44%"
"01/11/1994","387.95","384.75","387.95","387.95","","0.81%"
"01/10/1994","384.85","386.00","384.85","384.85","","-0.43%"
"01/07/1994","386.50","388.80","386.50","386.50","","-0.64%"
"01/06/1994","389.00","390.90","389.00","389.00","","-0.50%"
"01/05/1994","390.95","393.40","390.95","390.95","","-0.67%"
"01/04/1994","393.60","394.05","393.60","393.60","","-0.04%"
"01/03/1994","393.75","390.80","393.75","393.75","","0.77%"
"12/31/1993","390.75","390.50","390.75","390.75","","0.00%"
"12/30/1993","390.75","390.40","390.75","390.75","","0.13%"
"12/29/1993","390.25","387.15","390.25","390.25","","0.70%"
"12/28/1993","387.55","388.10","387.55","387.55","","-0.10%"
"12/27/1993","387.95","386.40","387.95","387.95","","0.31%"
"12/24/1993","386.75","385.95","386.75","386.75","","0.18%"
"12/23/1993","386.05","386.25","386.05","386.05","","-0.10%"
"12/22/1993","386.45","387.20","386.45","386.45","","-0.26%"
"12/21/1993","387.45","388.90","387.45","387.45","","-0.46%"
"12/20/1993","389.25","387.40","389.25","389.25","","0.52%"
"12/17/1993","387.25","385.60","387.25","387.25","","0.39%"
"12/16/1993","385.75","387.15","385.75","385.75","","-0.35%"
"12/15/1993","387.10","387.05","387.10","387.10","","0.04%"
"12/14/1993","386.95","387.05","386.95","386.95","","0.09%"
"12/13/1993","386.60","383.45","386.60","386.60","","0.90%"
"12/10/1993","383.15","381.70","383.15","383.15","","0.30%"
"12/09/1993","382.00","383.50","382.00","382.00","","-0.46%"
"12/08/1993","383.75","377.35","383.75","383.75","","1.67%"
"12/07/1993","377.45","375.90","377.45","377.45","","0.37%"
"12/06/1993","376.05","376.55","376.05","376.05","","-0.19%"
"12/03/1993","376.75","374.05","376.75","376.75","","0.75%"
"12/02/1993","373.95","375.35","373.95","373.95","","-0.35%"
"12/01/1993","375.25","370.40","375.25","375.25","","1.30%"
"11/30/1993","370.45","370.25","370.45","370.45","","0.05%"
"11/29/1993","370.25","377.05","370.25","370.25","","-1.79%"
"11/26/1993","377.00","377.30","377.00","377.00","","-0.13%"
"11/25/1993","377.50","376.75","377.50","377.50","","0.09%"
"11/24/1993","377.15","377.25","377.15","377.15","","-0.01%"
"11/23/1993","377.20","378.15","377.20","377.20","","-0.28%"
"11/22/1993","378.25","377.90","378.25","378.25","","-0.03%"
"11/19/1993","378.35","376.05","378.35","378.35","","0.61%"
"11/18/1993","376.05","375.95","376.05","376.05","","-0.08%"
"11/17/1993","376.35","373.90","376.35","376.35","","0.61%"
"11/16/1993","374.05","375.15","374.05","374.05","","-0.32%"
"11/15/1993","375.25","373.50","375.25","375.25","","0.54%"
"11/12/1993","373.25","376.15","373.25","373.25","","-0.80%"
"11/11/1993","376.25","377.25","376.25","376.25","","-0.17%"
"11/10/1993","376.90","376.25","376.90","376.90","","0.11%"
"11/09/1993","376.50","375.65","376.50","376.50","","0.37%"
"11/08/1993","375.10","376.55","375.10","375.10","","-0.50%"
"11/05/1993","377.00","371.75","377.00","377.00","","1.28%"
"11/04/1993","372.25","367.90","372.25","372.25","","1.15%"
"11/03/1993","368.00","363.20","368.00","368.00","","1.39%"
"11/02/1993","362.95","361.95","362.95","362.95","","0.28%"
"11/01/1993","361.95","369.00","361.95","361.95","","-1.87%"
"10/29/1993","368.85","369.25","368.85","368.85","","-0.11%"
"10/28/1993","369.25","369.05","369.25","369.25","","0.07%"
"10/27/1993","369.00","368.55","369.00","369.00","","-0.16%"
"10/26/1993","369.60","368.95","369.60","369.60","","0.03%"
"10/25/1993","369.50","370.45","369.50","369.50","","-0.26%"
"10/22/1993","370.45","370.45","370.45","370.45","","0.04%"
"10/21/1993","370.30","372.45","370.30","370.30","","-0.58%"
"10/20/1993","372.45","368.85","372.45","372.45","","0.96%"
"10/19/1993","368.90","368.15","368.90","368.90","","0.18%"
"10/18/1993","368.25","364.65","368.25","368.25","","0.99%"
"10/15/1993","364.65","364.45","364.65","364.65","","-0.08%"
"10/14/1993","364.95","365.25","364.95","364.95","","-0.16%"
"10/13/1993","365.55","366.30","365.55","365.55","","-0.22%"
"10/12/1993","366.35","360.05","366.35","366.35","","1.69%"
"10/11/1993","360.25","359.70","360.25","360.25","","0.14%"
"10/08/1993","359.75","356.60","359.75","359.75","","0.91%"
"10/07/1993","356.50","357.35","356.50","356.50","","-0.13%"
"10/06/1993","356.95","352.95","356.95","356.95","","1.05%"
"10/05/1993","353.25","353.25","353.25","353.25","","0.01%"
"10/04/1993","353.20","356.00","353.20","353.20","","-0.58%"
"10/01/1993","355.25","355.25","355.25","355.25","","-0.06%"
"09/30/1993","355.45","353.25","355.45","355.45","","0.59%"
"09/29/1993","353.35","355.85","353.35","353.35","","-0.62%"
"09/28/1993","355.55","354.25","355.55","355.55","","0.40%"
"09/27/1993","354.15","356.75","354.15","354.15","","-0.96%"
"09/24/1993","357.60","356.95","357.60","357.60","","0.07%"
"09/23/1993","357.35","354.25","357.35","357.35","","0.88%"
"09/22/1993","354.25","363.00","354.25","354.25","","-2.60%"
"09/21/1993","363.70","354.25","363.70","363.70","","2.83%"
"09/20/1993","353.70","350.75","353.70","353.70","","0.83%"
"09/17/1993","350.80","352.95","350.80","350.80","","-0.61%"
"09/16/1993","352.95","347.75","352.95","352.95","","1.50%"
"09/15/1993","347.75","345.25","347.75","347.75","","0.69%"
"09/14/1993","345.35","343.50","345.35","345.35","","0.43%"
"09/13/1993","343.88","350.38","343.88","343.88","","-1.79%"
"09/10/1993","350.15","354.35","350.15","350.15","","-1.21%"
"09/09/1993","354.45","352.00","354.45","354.45","","0.74%"
"09/08/1993","351.85","350.50","351.85","351.85","","0.42%"
"09/07/1993","350.38","364.48","350.38","350.38","","-3.83%"
"09/06/1993","364.35","364.50","364.35","364.35","","-0.08%"
"09/03/1993","364.65","363.10","364.65","364.65","","0.25%"
"09/02/1993","363.75","369.15","363.75","363.75","","-1.56%"
"09/01/1993","369.50","372.25","369.50","369.50","","-0.81%"
"08/31/1993","372.50","370.50","372.50","372.50","","0.54%"
"08/30/1993","370.50","369.25","370.50","370.50","","0.27%"
"08/27/1993","369.50","367.90","369.50","369.50","","0.34%"
"08/26/1993","368.25","372.15","368.25","368.25","","-1.11%"
"08/25/1993","372.40","372.00","372.40","372.40","","0.14%"
"08/24/1993","371.88","372.98","371.88","371.88","","-0.31%"
"08/23/1993","373.05","373.00","373.05","373.05","","-0.19%"
"08/20/1993","373.75","371.75","373.75","373.75","","0.64%"
"08/19/1993","371.38","374.88","371.38","371.38","","-0.87%"
"08/18/1993","374.65","371.95","374.65","374.65","","0.71%"
"08/17/1993","372.00","373.25","372.00","372.00","","-0.40%"
"08/16/1993","373.50","368.25","373.50","373.50","","1.01%"
"08/13/1993","369.75","368.00","369.75","369.75","","0.61%"
"08/12/1993","367.50","375.25","367.50","367.50","","-2.16%"
"08/11/1993","375.62","381.18","375.62","375.62","","-1.50%"
"08/10/1993","381.35","384.00","381.35","381.35","","-0.59%"
"08/09/1993","383.62","376.38","383.62","383.62","","1.76%"
"08/06/1993","377.00","377.50","377.00","377.00","","-0.20%"
"08/05/1993","377.75","399.25","377.75","377.75","","-5.59%"
"08/04/1993","400.10","403.05","400.10","400.10","","-0.73%"
"08/03/1993","403.05","406.00","403.05","403.05","","-0.70%"
"08/02/1993","405.88","405.62","405.88","405.88","","-0.29%"
"07/30/1993","407.05","400.75","407.05","407.05","","1.76%"
"07/29/1993","400.00","393.40","400.00","400.00","","1.72%"
"07/28/1993","393.25","391.25","393.25","393.25","","0.49%"
"07/27/1993","391.35","393.00","391.35","391.35","","-0.41%"
"07/26/1993","392.95","390.10","392.95","392.95","","0.69%"
"07/23/1993","390.25","391.80","390.25","390.25","","-0.42%"
"07/22/1993","391.90","389.00","391.90","391.90","","0.76%"
"07/21/1993","388.95","392.05","388.95","388.95","","-0.79%"
"07/20/1993","392.05","392.05","392.05","392.05","","0.03%"
"07/19/1993","391.95","392.55","391.95","391.95","","-0.13%"
"07/16/1993","392.45","393.75","392.45","392.45","","-0.24%"
"07/15/1993","393.38","390.57","393.38","393.38","","0.51%"
"07/14/1993","391.38","395.88","391.38","391.38","","-0.89%"
"07/13/1993","394.88","394.62","394.88","394.88","","0.11%"
"07/12/1993","394.45","390.85","394.45","394.45","","0.75%"
"07/09/1993","391.50","393.25","391.50","391.50","","-0.57%"
"07/08/1993","393.75","397.35","393.75","393.75","","-0.93%"
"07/07/1993","397.45","392.65","397.45","397.45","","1.16%"
"07/06/1993","392.90","387.65","392.90","392.90","","1.30%"
"07/05/1993","387.85","386.75","387.85","387.85","","0.56%"
"07/02/1993","385.70","386.70","385.70","385.70","","-0.43%"
"07/01/1993","387.38","377.27","387.38","387.38","","2.69%"
"06/30/1993","377.25","374.90","377.25","377.25","","-0.33%"
"06/29/1993","378.50","374.90","378.50","378.50","","0.84%"
"06/28/1993","375.35","378.25","375.35","375.35","","-0.44%"
"06/25/1993","377.00","374.50","377.00","377.00","","0.60%"
"06/24/1993","374.75","374.00","374.75","374.75","","0.20%"
"06/23/1993","374.00","368.75","374.00","374.00","","1.39%"
"06/22/1993","368.88","369.88","368.88","368.88","","-0.26%"
"06/21/1993","369.85","370.50","369.85","369.85","","-0.38%"
"06/18/1993","371.25","371.00","371.25","371.25","","-0.01%"
"06/17/1993","371.30","369.90","371.30","371.30","","0.36%"
"06/16/1993","369.98","370.12","369.98","369.98","","-0.04%"
"06/15/1993","370.12","365.68","370.12","370.12","","1.30%"
"06/14/1993","365.38","367.12","365.38","365.38","","-0.24%"
"06/11/1993","366.27","369.48","366.27","366.27","","-0.77%"
"06/10/1993","369.12","369.88","369.12","369.12","","-0.31%"
"06/09/1993","370.25","373.50","370.25","370.25","","-0.71%"
"06/08/1993","372.88","373.98","372.88","372.88","","-0.27%"
"06/07/1993","373.90","375.55","373.90","373.90","","-0.70%"
"06/04/1993","376.55","374.25","376.55","376.55","","0.55%"
"06/03/1993","374.50","370.00","374.50","374.50","","1.25%"
"06/02/1993","369.88","368.88","369.88","369.88","","0.10%"
"06/01/1993","369.50","379.00","369.50","369.50","","-2.51%"
"05/31/1993","379.00","379.00","379.00","379.00","","0.43%"
"05/28/1993","377.38","382.38","377.38","377.38","","-1.02%"
"05/27/1993","381.25","379.75","381.25","381.25","","1.69%"
"05/26/1993","374.90","379.50","374.90","374.90","","-1.05%"
"05/25/1993","378.88","373.88","378.88","378.88","","1.27%"
"05/24/1993","374.12","379.88","374.12","374.12","","-0.92%"
"05/21/1993","377.60","374.45","377.60","377.60","","0.90%"
"05/20/1993","374.25","372.75","374.25","374.25","","0.30%"
"05/19/1993","373.12","378.38","373.12","373.12","","-1.19%"
"05/18/1993","377.62","367.27","377.62","377.62","","2.92%"
"05/17/1993","366.90","367.45","366.90","366.90","","-0.23%"
"05/14/1993","367.75","368.35","367.75","367.75","","-0.16%"
"05/13/1993","368.35","361.35","368.35","368.35","","1.97%"
"05/12/1993","361.25","356.40","361.25","361.25","","1.43%"
"05/11/1993","356.15","355.90","356.15","356.15","","0.01%"
"05/10/1993","356.10","355.90","356.10","356.10","","-0.01%"
"05/07/1993","356.12","357.43","356.12","356.12","","-0.29%"
"05/06/1993","357.15","354.45","357.15","357.15","","0.86%"
"05/05/1993","354.10","354.25","354.10","354.10","","-0.07%"
"05/04/1993","354.35","353.75","354.35","354.35","","0.23%"
"05/03/1993","353.55","356.00","353.55","353.55","","-0.58%"
"04/30/1993","355.60","355.60","355.60","355.60","","-0.18%"
"04/29/1993","356.25","353.45","356.25","356.25","","0.91%"
"04/28/1993","353.05","350.05","353.05","353.05","","0.89%"
"04/27/1993","349.95","351.90","349.95","349.95","","-0.65%"
"04/26/1993","352.25","345.50","352.25","352.25","","1.77%"
"04/23/1993","346.12","341.38","346.12","346.12","","1.61%"
"04/22/1993","340.65","339.15","340.65","340.65","","0.46%"
"04/21/1993","339.10","339.55","339.10","339.10","","-0.15%"
"04/20/1993","339.60","340.10","339.60","339.60","","-0.15%"
"04/19/1993","340.10","338.55","340.10","340.10","","0.43%"
"04/16/1993","338.65","337.15","338.65","338.65","","0.46%"
"04/15/1993","337.10","339.00","337.10","337.10","","-0.52%"
"04/14/1993","338.85","337.15","338.85","338.85","","0.49%"
"04/13/1993","337.20","336.75","337.20","337.20","","0.13%"
"04/12/1993","336.75","337.75","336.75","336.75","","-0.27%"
"04/09/1993","337.65","337.00","337.65","337.65","","0.09%"
"04/08/1993","337.35","337.65","337.35","337.35","","-0.09%"
"04/07/1993","337.65","337.35","337.65","337.65","","0.00%"
"04/06/1993","337.65","339.05","337.65","337.65","","-0.40%"
"04/05/1993","339.00","340.95","339.00","339.00","","-0.40%"
"04/02/1993","340.35","338.25","340.35","340.35","","0.59%"
"04/01/1993","338.35","336.65","338.35","338.35","","0.40%"
"03/31/1993","337.00","336.55","337.00","337.00","","0.12%"
"03/30/1993","336.60","332.25","336.60","336.60","","1.31%"
"03/29/1993","332.25","332.75","332.25","332.25","","-0.03%"
"03/26/1993","332.35","332.45","332.35","332.35","","-0.03%"
"03/25/1993","332.45","332.45","332.45","332.45","","0.03%"
"03/24/1993","332.35","331.65","332.35","332.35","","0.18%"
"03/23/1993","331.75","332.55","331.75","331.75","","-0.30%"
"03/22/1993","332.75","331.85","332.75","332.75","","0.29%"
"03/19/1993","331.80","330.55","331.80","331.80","","0.39%"
"03/18/1993","330.50","329.25","330.50","330.50","","0.44%"
"03/17/1993","329.05","329.15","329.05","329.05","","-0.02%"
"03/16/1993","329.10","329.10","329.10","329.10","","-0.02%"
"03/15/1993","329.15","327.85","329.15","329.15","","0.35%"
"03/12/1993","328.00","327.15","328.00","328.00","","0.29%"
"03/11/1993","327.05","326.55","327.05","327.05","","0.20%"
"03/10/1993","326.40","326.95","326.40","326.40","","-0.18%"
"03/09/1993","327.00","327.30","327.00","327.00","","-0.08%"
"03/08/1993","327.25","329.75","327.25","327.25","","-0.76%"
"03/05/1993","329.75","328.65","329.75","329.75","","0.21%"
"03/04/1993","329.05","328.80","329.05","329.05","","0.02%"
"03/03/1993","329.00","329.55","329.00","329.00","","-0.20%"
